mmsi,imo,name,flag,sanctioned,false_flag,date_added,fleet
273114000,8904422,MEKHANIK PUSTOSHNYY,,False,False,,Rosja
273118000,8904434,MEKHANIK PYATLIN,,False,False,,Rosja
273114700,8904367,MEKHANIK YARTSEV,,False,False,,Rosja
273343810,9216482,MIKHAIL LOMONOSOV,,False,False,,Rosja
273336180,9210359,S. KUZNETSOV,,False,False,,Rosja
273398650,9250385,SIYANIE SEVERA,,False,False,,Rosja
273293820,9240550,SMP ARKHANGELSK,,False,False,,Rosja
273298320,9398046,SMP NOVODVINSK,,False,False,,Rosja
273291430,9376440,SMP SEVERODVINSK,,False,False,,Rosja
273913200,8931748,TERIBERKA,,False,False,,Rosja
273314420,7236141,TRITON,,False,False,,Rosja
273292680,9210256,VIKTOR ZABELIN,,False,False,,Rosja
319906000,1011331,MADAME GU,,False,False,,Rosja
273334100,7612448,BALTIYSKIY-111,,False,False,,Rosja
273445070,6703769,ALIREZA 1,,False,False,,Rosja
273459600,8406573,BAVENIT,,False,False,,Rosja
319094900,9661792,DILBAR,,False,False,,Rosja
273212240,9079169,ENISEY,,False,False,,Rosja
273290390,9255270,NP DIKSON,,False,False,,Rosja
273292090,9183831,,,False,False,,Rosja
273148510,8711289,RZK CONSTANTA,,False,False,,Rosja
273432110,9202053,SEVERNIY PROECT,,False,False,,Rosja
273217210,9239458,SIBERIA,,False,False,,Rosja
273298070,9086253,TAIBOLA,,False,False,,Rosja
273397130,8821797,TAIMYR,,False,False,,Rosja
273386260,9014872,TAMBEY,,False,False,,Rosja
273211090,9081291,TERIBERKA,,False,False,,Rosja
273295950,9081368,TERSKIY BEREG,,False,False,,Rosja
273396870,8821802,TIKSY,,False,False,,Rosja
273299950,9081332,TURUKHAN,,False,False,,Rosja
273292120,9347059,UTRENNIY,,False,False,,Rosja
273297290,9347061,SABETTA,,False,False,,Rosja
533132807,9829394,FLYING FOX,,False,False,,Rosja
273434310,8826230,GELENDZHIK,,False,False,,Rosja
273422600,8724482,YUZHMORGEOLOGIYA,,False,False,,Rosja
273253130,9610808,ANATOLY KOLODKIN,,False,False,,Rosja
610000033,9341067,DF PEAK,,False,False,,Rosja
273253270,9904546,ALEXEY KOSYGIN,,False,False,,Rosja
273294110,1011551,GRACEFUL,,False,False,,Rosja
319766000,1006960,OLYMPIA,,False,False,,Rosja
273457920,8909331,GRIGORIY MIKHEYEV,,False,False,,Rosja
273915000,7423275,IVAN KIREEV,,False,False,,Rosja
273456920,8909329,ALEKSEY MARYSHEV,,False,False,,Rosja
273296770,9912696,YURI BABAEV,,False,False,,Rosja
273259900,9915105,KORYAK FSU,,False,False,,Rosja
273256300,9915090,SAAM FSU,,False,False,,Rosja
273350370,9142588,KUNASHIR,,False,False,,Rosja
273293420,9358034,SASCO ALDAN,,False,False,,Rosja
273373920,9246140,SASCO AVACHA,,False,False,,Rosja
273390170,9242986,SASCO ANGARA,,False,False,,Rosja
273383520,9255402,SASCO ANIVA,,False,False,,Rosja
273394340,9159921,PATRIA,,False,False,,Rosja
273347430,9118355,ZEYA,,False,False,,Rosja
273354390,9190286,PARAMUSHIR,,False,False,,Rosja
273352140,8714657,SELENGA,,False,False,,Rosja
273359190,9190274,OXIN,,False,False,,Rosja
273356170,9179385,SIMUSHIR,,False,False,,Rosja
273187000,8330516,SAKHALIN 8,,False,False,,Rosja
273185600,8728543,SAKHALIN 9,,False,False,,Rosja
273186400,8857667,SAKHALIN 10,,False,False,,Rosja
273340060,9683740,LADY LEILA,,False,False,,Rosja
273382620,9784893,LADY RANIA,,False,False,,Rosja
273342180,9683738,LADY SEVDA,,False,False,,Rosja
273450880,9203710,SV KONSTANTIN,,False,False,,Rosja
273215770,9482926,SV NIKOLAY,,False,False,,Rosja
378314000,9594339,LENA,,False,False,,Rosja
273380810,9617923,MARIA E,,False,False,,Rosja
273394890,9160994,SPARTA II,,False,False,,Rosja
273355410,8807416,AMBAL,,False,False,,Rosja
273413510,8814354,PIZHMA,,False,False,,Rosja
273389870,9268710,SPARTA,,False,False,,Rosja
273396130,9538892,URSA MAJOR,,False,False,,Rosja
273413440,9743033,SPARTA IV,,False,False,,Rosja
273336790,8858087,SKIF-V,,False,False,,Rosja
533132675,1011202,NIRVANA,,False,False,,Rosja
273255820,9339301,LIPETSK,,False,False,,Rosja
613429702,8315499,COMETA,,False,False,,Rosja
273398330,9116632,POLAR ROCK,,False,False,,Rosja
273456410,8834691,PROFESSOR LOGACHEV,,False,False,,Rosja
273392760,9187514,AKADEMIK PRIMAKOV,,False,False,,Rosja
273457600,8504923,PROFESSOR RYABINKIN,,False,False,,Rosja
273454600,8409032,ORDOVIK,,False,False,,Rosja
273450600,8408985,AKADEMIK LAZAREV,,False,False,,Rosja
273418880,9797577,BAKHTEMIR,,False,False,,Rosja
273392360,9572020,BALTIYSKIY ISSLEDOVATEL,,False,False,,Rosja
273212470,9272412,FINVAL,,False,False,,Rosja
273413540,9624213,IVAN SIDORENKO,,False,False,,Rosja
273451820,8724080,KAPITAN BEKLEMISHEV,,False,False,,Rosja
273299220,9396854,LAMANTIN,,False,False,,Rosja
273370640,9682423,MURMAN,,False,False,,Rosja
273417870,9171876,NARVAL,,False,False,,Rosja
273459710,9624225,OSTAP SHEREMETA,,False,False,,Rosja
273418870,9157820,SIVUCH,,False,False,,Rosja
273357360,9497531,SPASATEL KAREV,,False,False,,Rosja
273397740,9171620,UMKA,,False,False,,Rosja
273312530,9310018,ANTEY,,False,False,,Rosja
273319940,9338230,HERMES,,False,False,,Rosja
273395690,8674156,FIONA,,False,False,,Rosja
273377120,9690224,MARSHAL ZHUKOV,,False,False,,Rosja
273313020,9025778,NORD,,False,False,,Rosja
273440080,8523242,PASSAT,,False,False,,Rosja
273340190,9735335,SIG,,False,False,,Rosja
273340640,9690212,STALINGRAD,,False,False,,Rosja
273445150,8943155,SUDAK,,False,False,,Rosja
273342890,9735323,YAZ,,False,False,,Rosja
533132399,1010648,SEA RHAPSODY,,False,False,,Rosja
671555100,9385233,BAYAZE D,,False,False,,Rosja
669513000,9274331,SAN DAMIAN,,False,False,,Rosja
273353660,8846814,MUSA JALIL,,False,False,,Rosja
273421560,8943210,BEGEY,,False,False,,Rosja
273437300,8889385,OMSKIY-103,,False,False,,Rosja
273456690,8611221,NADEZHDA,,False,False,,Rosja
273311460,8948167,MEZHDURECHENSK,,False,False,,Rosja
613101900,7919781,USKO MFU,,False,False,,Rosja
273254900,9720263,ZAFAR,,False,False,,Rosja
273251900,9715270,ZAID,,False,False,,Rosja
273611180,9419084,IRKUTSK,,False,False,,Rosja
273272340,9256602,ARCTIC PIONEER,,False,False,,Rosja
273278330,9216298,ARCTIC VOSTOK,,False,False,,Rosja
273294380,9431977,FEDOR,,False,False,,Rosja
273268340,9953523,IRIS,,False,False,,Rosja
273262840,9243148,ARCTIC METAGAZ,,False,False,,Rosja
273264340,9953509,BURAN,,False,False,,Rosja
273265340,9953511,VOSKHOD,,False,False,,Rosja
273267340,9953535,ZARYA,,False,False,,Rosja
273297880,9550137,MATROS KOSHKA,,False,False,,Rosja
273318940,9385879,GRUMANT,,False,False,,Rosja
273292290,9515539,MIKHAIL NENASHEV,,False,False,,Rosja
273611850,9574195,MATROS SHEVCHENKO,,False,False,,Rosja
273292990,9573816,MATROS POZYNICH,,False,False,,Rosja
620842000,8915299,DAMAS WAVE,,False,False,,Rosja
306002000,9324277,NOVA ENERGY,,False,False,,Rosja
273260840,9864837,ARCTIC MULAN,,False,False,,Rosja
273611740,9296781,KRASNODAR,,False,False,,Rosja
636093240,9955894,ROSTUM HEDONIST,,False,False,,Rosja
352001900,9114476,BOMUSTAFA O,,False,False,,Rosja
273387810,8647866,LAVRENTIOS,,False,False,,Rosja
273383610,9077563,KAPITAN MIRONOV,,False,False,,Rosja
273371920,9481910,PORT OLYA-3,,False,False,,Rosja
273458720,8326058,STK-1003,,False,False,,Rosja
273438520,8521880,STK-1016,,False,False,,Rosja
273379650,8877241,RM 3,,False,False,,Rosja
273355250,8407230,ANT,,False,False,,Rosja
271050524,9136785,SWORD LION,,False,False,,Rosja
273453680,8226428,SORMOVSKIY-48,,False,False,,Rosja
273443550,8602957,VERA,,False,False,,Rosja
613672601,7812945,GARAKAC,,False,False,,Rosja
273191000,9103817,BORIS KUSTODIEV,,False,False,,Rosja
273390550,9481934,PORT OLYA-4,,False,False,,Rosja
273452650,8606616,KOMPOZITOR RAKHMANINOV,,False,False,,Rosja
461000253,9341079,CAMEL,,False,False,,Rosja
273290480,8926913,OMSKIY-119,,False,False,,Rosja
273370900,8422670,VAFA,,False,False,,Rosja
273375800,8422682,VAFA-1,,False,False,,Rosja
273216510,8951413,ZAKAMSK,,False,False,,Rosja
273438290,6603177,MEE,,False,False,,Rosja
273250800,9031260,ISIK 3,,False,False,,Rosja
511625000,9085443,SH EXPRESS,,False,False,,Rosja
273610370,9045601,ALFA1,,False,False,,Rosja
613906100,8933203,KONAK,,False,False,,Rosja
273251830,9245263,SOFIA,,False,False,,Rosja
273332020,9210933,NADYM,,False,False,,Rosja
273439130,8326060,STK-1004,,False,False,,Rosja
273327700,8620014,STK-1019,,False,False,,Rosja
273292860,9915650,LUBOV,,False,False,,Rosja
273437770,8943260,AZOV,,False,False,,Rosja
273454720,8883252,KOYSUG,,False,False,,Rosja
273314230,9369617,Nizami Ganjavi,,False,False,,Rosja
273450240,9269348,ANDROPOV,,False,False,,Rosja
271051063,9228801,ULUC KA,,False,False,,Rosja
273279530,9849887,LA PEROUSE,,False,False,,Rosja
273459650,8230077,VOLGO BALT 106,,False,False,,Rosja
273455780,8721272,AMUR-2501,,False,False,,Rosja
273374000,8959166,VOLGO-DON 205,,False,False,,Rosja
273435220,8875530,VOLGO-BALT188,,False,False,,Rosja
273316500,8866321,VOLGO DON 5043,,False,False,,Rosja
273418280,8729195,LAVRION,,False,False,,Rosja
273261260,9737187,CHRISTOPHE DE MARGERIE,,False,False,,Rosja
372108000,9101637,ARINA A,,False,False,,Rosja
477194200,9750658,VLADIMIR VIZE,,False,False,,Rosja
273370100,8959219,CAPITAN KORCHIN,,False,False,,Rosja
273379000,8946377,M. ANDREEV,,False,False,,Rosja
354447000,9254575,WUZHOU STAR,,False,False,,Rosja
273318240,8951255,KAPITAN SKACHKOV,,False,False,,Rosja
477327300,9750660,NIKOLAY URVANTSEV,,False,False,,Rosja
273372100,8946389,V. USPENSKIY,,False,False,,Rosja
273612940,9931226,YANA V,,False,False,,Rosja
632001129,9308778,AMIL,,False,False,,Rosja
306253000,9208215,HONG LU,,False,False,,Rosja
306531000,9259367,DAVINA,,False,False,,Rosja
352001298,9292228,CRYSTAL ROSE,,False,False,,Rosja
306267000,9304655,VERA,,False,False,,Rosja
306269000,9289491,BENDIGO,,False,False,,Rosja
632001128,9280873,FURY,,False,False,,Rosja
306254000,9288095,WEN YAO,,False,False,,Rosja
352002704,9247390,TYCHE I,,False,False,,Rosja
306720000,9221671,ELZA,,False,False,,Rosja
273437230,9778313,MARSHAL VASILEVSKIY,,False,False,,Rosja
461000243,9630004,VALERA,,False,False,,Rosja
209387000,9817315,BORIS SOKOLOV,,False,False,,Rosja
209508000,9804033,YURIY KUCHIEV,,False,False,,Rosja
630001156,8902474,BABYLON,,False,False,,Rosja
273218230,9874789,DIANA MARIA,,False,False,,Rosja
273211390,9917983,ALPHA MERCURY,,False,False,,Rosja
273339400,8033132,ALEKSEY AFANASYEV,,False,False,,Rosja
667021000,8943416,ALTAIR,,False,False,,Rosja
613447808,9247431,REGAL I,,False,False,,Rosja
352002521,9336414,VOLTA RIVER,,False,False,,Rosja
613414602,9236353,BLUE,,False,False,,Rosja
314001023,9213296,TELESTO,,False,False,,Rosja
667001248,9257802,FURIA,,False,False,,Rosja
613445621,9282792,AQUA LIVE,,False,False,,Rosja
613447509,9277747,ELISE,,False,False,,Rosja
613902604,9296810,NAVISTAR,,False,False,,Rosja
629009588,9268112,OLIA,,False,False,,Rosja
613510201,9250543,INVICTA,,False,False,,Rosja
667002025,9232888,AILANA,,False,False,,Rosja
613404910,9249130,PEACE,,False,False,,Rosja
667002039,9289752,SAVITRI,,False,False,,Rosja
613202701,9314167,,,False,False,,Rosja
750056000,1021570,YA QING HAI YANG,,False,False,,Rosja
314001114,9213313,ALBEDO,,False,False,,Rosja
352002074,9282508,CAUVERI,,False,False,,Rosja
613404611,9235000,COATLICUE,,False,False,,Rosja
352002070,9251274,CRIUS,,False,False,,Rosja
273278840,9306627,PROGRESS,,False,False,,Rosja
613503100,9436018,DG HONG KONG,,False,False,,Rosja
273335010,9372559,KAPITAN GOTSKY,,False,False,,Rosja
667001256,9308833,KUSTO,,False,False,,Rosja
667001242,9255672,LEBRE,,False,False,,Rosja
613277600,9348479,LUCKY FAIRY,,False,False,,Rosja
667001617,9409259,SPIRIT 2,,False,False,,Rosja
667002360,9299771,MIRES,,False,False,,Rosja
613741201,9332822,NICHOLE,,False,False,,Rosja
613472080,9323376,CHARIOT TIDE,,False,False,,Rosja
667001997,9308857,RYMO,,False,False,,Rosja
352002786,9302970,SAGAR1,,False,False,,Rosja
307025000,9292981,NOBLE WALKER,,False,False,,Rosja
461000264,9577094,GARNET,,False,False,,Rosja
352001887,9291262,SILVAR,,False,False,,Rosja
352002775,9292979,SAI,,False,False,,Rosja
613277601,9386536,SPRING FORTUNE,,False,False,,Rosja
273330620,9372561,TIMOFEY GUZHENKO,,False,False,,Rosja
636022406,9297345,URSUS MARITIMUS,,False,False,,Rosja
667002334,9262924,UTAKI,,False,False,,Rosja
273611590,9866392,VOSTOCHNY PROSPECT,,False,False,,Rosja
629009392,9196644,ELVA,,False,False,,Rosja
351073000,9262766,FIONA II,,False,False,,Rosja
334017000,9166675,FT ISLAND,,False,False,,Rosja
613271309,9271951,MOCHA,,False,False,,Rosja
613419901,9297888,WALRUS,,False,False,,Rosja
273335920,9503304,GENERAL SKOBELEV,,False,False,,Rosja
613003584,9109861,PRINCESS EVA,,False,False,,Rosja
306033000,9410387,JAYA,,False,False,,Rosja
273369290,9613551,ALEKSEY CHIRIKOV,,False,False,,Rosja
352001692,9280885,APUS,,False,False,,Rosja
352001694,9281152,AQUILA II,,False,False,,Rosja
273399390,9650016,RN SAKHALIN,,False,False,,Rosja
574005470,9273387,ASTRA,,False,False,,Rosja
273610900,9198783,MARIA,,False,False,,Rosja
273318480,9201994,BUK,,False,False,,Rosja
273277260,9411331,KLEVER,,False,False,,Rosja
632001123,9271327,VIEW,,False,False,,Rosja
273276930,9385142,ALMOND,,False,False,,Rosja
273296810,9888182,DMITRY MENDELEEV,,False,False,,Rosja
273449240,8730077,DOBRYNYA,,False,False,,Rosja
273396260,9753739,FEDOR USHAKOV,,False,False,,Rosja
511101480,9749130,LADA,,False,False,,Rosja
273374820,9735141,MIDVOLGA-3,,False,False,,Rosja
273412440,9753741,YEVGENY PRIMAKOV,,False,False,,Rosja
273615700,9211999,SOFIA,,False,False,,Rosja
273619700,9212008,VICTORIA,,False,False,,Rosja
273267690,9397559,ARIA,,False,False,,Rosja
273396990,9742120,GENNADIY NEVELSKOY,,False,False,,Rosja
273257370,9876359,IVAN AIVAZOVSKY,,False,False,,Rosja
273345750,9333682,KIRILL LAVROV,,False,False,,Rosja
273212310,9837547,MIKHAIL LAZAREV,,False,False,,Rosja
273328440,9333670,MIKHAIL ULYANOV,,False,False,,Rosja
273266690,9322956,PROSPERITY,,False,False,,Rosja
649113000,9309576,SILVER,,False,False,,Rosja
461001004,9630028,PERLE,,False,False,,Rosja
273355640,9590137,MEGION,,False,False,,Rosja
273353580,9537109,GAZPROMNEFT ZUID EAST,,False,False,,Rosja
655081771,9312872,HUIHAI ATLANTIC,,False,False,,Rosja
574005380,9337133,IVY,,False,False,,Rosja
273414140,9217979,LOTTA,,False,False,,Rosja
306761000,9231212,XANTHOS EOS,,False,False,,Rosja
629009452,9257993,AMELL,,False,False,,Rosja
273430430,9167930,MURMANSK,,False,False,,Rosja
273355340,9286463,OLANGA,,False,False,,Rosja
273371330,9418509,OMSK,,False,False,,Rosja
632001130,9236640,ONYX,,False,False,,Rosja
273274660,9620633,FINVAL,,False,False,,Rosja
273273660,9673202,LEGENDA,,False,False,,Rosja
632001122,9223540,RAINE,,False,False,,Rosja
273276060,9276028,PEGASUS,,False,False,,Rosja
632001125,9409467,PRAVASI,,False,False,,Rosja
273264690,9329655,PROXIMA,,False,False,,Rosja
273333470,9653068,RN AMUR,,False,False,,Rosja
273320710,9653070,RN USSURI,,False,False,,Rosja
273312540,9335678,SCF ENDEAVOUR,,False,False,,Rosja
273314650,9335680,SCF ENDURANCE,,False,False,,Rosja
273312060,9335692,SCF ENTERPRISE,,False,False,,Rosja
273318120,9307724,SCF SAKHALIN,,False,False,,Rosja
273397870,9752084,SHTURMAN ALBANOV,,False,False,,Rosja
273391160,9759939,SHTURMAN KOSHELEV,,False,False,,Rosja
273398780,9752096,SHTURMAN MALYGIN,,False,False,,Rosja
273391790,9752101,SHTURMAN OVTSYN,,False,False,,Rosja
273385570,9759927,SHTURMAN SHCHERBININ,,False,False,,Rosja
273392990,9759915,SHTURMAN SKURATOV,,False,False,,Rosja
273271320,9378618,PIONER 1,,False,False,,Rosja
273392530,9753727,STEPAN MAKAROV,,False,False,,Rosja
273393630,9678238,SVYATOY KNYAZ VLADIMIR,,False,False,,Rosja
273270950,9292058,TANGO,,False,False,,Rosja
273396740,9817779,TIS,,False,False,,Rosja
273276750,9292034,TOPAZ,,False,False,,Rosja
649115000,9344033,TRIUM,,False,False,,Rosja
273334570,9422653,GAZPROMNEFT NORDEAST,,False,False,,Rosja
273387920,9196620,UMBA,,False,False,,Rosja
273271630,9384306,UNIVERSAL,,False,False,,Rosja
273259920,9885879,VALENTIN PIKUL,,False,False,,Rosja
273345020,9372547,VASILY DINKOV,,False,False,,Rosja
273358680,9613549,VITUS BERING,,False,False,,Rosja
273350140,9538115,VYACHESLAV TIKHONOV,,False,False,,Rosja
273418480,9804057,ELM,,False,False,,Rosja
422169700,9169421,MASAL,,False,False,,Rosja
750308000,9198317,PHONIX,,False,False,,Rosja
352002475,9326055,VERONICA III,,False,False,,Rosja
613612000,9258167,AKAR WEST,,False,False,,Rosja
314960000,9292046,NOVA CREST,,False,False,,Rosja
613914700,9329667,PACIFIC,,False,False,,Rosja
613007100,9333412,ENIGMA,,False,False,,Rosja
570314000,9198082,GLOBAL STAR,,False,False,,Rosja
477949100,9237632,STAR FOREST,,False,False,,Rosja
667001304,9402732,JEWEL 1,,False,False,,Rosja
667002359,9330604,NACHOS,,False,False,,Rosja
613007203,9252333,VASLATI,,False,False,,Rosja
352003797,9290323,LADY LOUISE,,False,False,,Rosja
352002051,9259733,YI TONG,,False,False,,Rosja
750709000,9282041,ABHRA,,False,False,,Rosja
650000120,9294331,LILY,,False,False,,Rosja
632001161,9298492,TOA PAYOH,,False,False,,Rosja
352002063,9321677,DAPHNE V,,False,False,,Rosja
632001155,9328170,AETHER,,False,False,,Rosja
352002167,9332171,VIRENT,,False,False,,Rosja
352001849,9332614,BELLARIS,,False,False,,Rosja
352001907,9379301,VERSA,,False,False,,Rosja
352002241,9390587,ONEIROI,,False,False,,Rosja
352179000,9413004,HORAE,,False,False,,Rosja
647553023,9433016,APATE,,False,False,,Rosja
613914210,9258026,EDERRA,,False,False,,Rosja
667001302,9307815,FLORA 1,,False,False,,Rosja
613881404,9368235,NEVAH,,False,False,,Rosja
273273930,9384459,ONEGA,,False,False,,Rosja
273253180,9599341,JUPITER I,,False,False,,Rosja
613902500,9286073,RCELEBRA,,False,False,,Rosja
352001906,9326885,ANAYA,,False,False,,Rosja
667002454,9264283,PM BACTON,,False,False,,Rosja
667001301,9352195,SANDHYA,,False,False,,Rosja
611000117,9328716,SKYWAVE,,False,False,,Rosja
525018077,8710730,CELEBES,,False,False,,Rosja
655071176,9276573,FABULE,,False,False,,Rosja
613806561,9203277,LEXI,,False,False,,Rosja
525018442,9179921,MALILI,,False,False,,Rosja
525010379,8106109,MARINA VISION,,False,False,,Rosja
352003483,9257149,NESO,,False,False,,Rosja
422546600,9272694,POLARIS 1,,False,False,,Rosja
750099000,9237797,TIMA,,False,False,,Rosja
647553039,9244635,AMAK,,False,False,,Rosja
629009370,9181194,ASTERIX,,False,False,,Rosja
570313000,9271406,LBS,,False,False,,Rosja
647553034,9236248,FENGHUANG,,False,False,,Rosja
273436920,8230663,VOLGONEFT-111,,False,False,,Rosja
273311170,8727915,VOLGONEFT-105,,False,False,,Rosja
273270200,8892007,IGOR ORLOV,,False,False,,Rosja
273310170,8925414,VOLGONEFT-217,,False,False,,Rosja
273437920,8925426,VOLGONEFT-117,,False,False,,Rosja
613321600,9330599,LUMIN,,False,False,,Rosja
667002211,9384992,MARS 6,,False,False,,Rosja
271053525,9311751,HITIT,,False,False,,Rosja
273298630,9585924,KALUGA,,False,False,,Rosja
613448500,9323314,ADITYA,,False,False,,Rosja
613321501,9313498,JACKLYN,,False,False,,Rosja
273353420,8878374,BETA,,False,False,,Rosja
667002403,9137648,CARUZO,,False,False,,Rosja
613712400,9208124,SKY RIDER,,False,False,,Rosja
352002158,9259745,ETERNAL PEACE,,False,False,,Rosja
667002357,9260275,KATRAN,,False,False,,Rosja
613511201,9261619,HANNAH,,False,False,,Rosja
667002405,9265873,KAMELOT,,False,False,,Rosja
314001077,9289532,BRIDGET,,False,False,,Rosja
667001378,9296597,PROMETEI,,False,False,,Rosja
423530100,9420617,ZANGAZUR,,False,False,,Rosja
667001451,9308821,BERRA,,False,False,,Rosja
314001132,9439400,ORSA,,False,False,,Rosja
423520100,9810513,KARABAKH,,False,False,,Rosja
215817000,9288954,MARINER A,,False,False,,Rosja
256332000,9325831,MINERVA PACIFICA,,False,False,,Rosja
273450690,9868821,ANATOLIY NIKOLAEV,,False,False,,Rosja
273427610,8932302,CORAL,,False,False,,Rosja
273214220,8728048,DUNE-2,,False,False,,Rosja
273447370,8935407,EMERALD,,False,False,,Rosja
273334900,8332796,KAPITAN AVESHNIKOV,,False,False,,Rosja
273430690,8957132,LAZURIT,,False,False,,Rosja
616999019,9481738,OMMAX,,False,False,,Rosja
273337010,8936798,OMSKIY-86,,False,False,,Rosja
273435130,8943478,ONIX,,False,False,,Rosja
422604600,8853570,OREL-1,,False,False,,Rosja
273310900,8873336,OMSKIY-133,,False,False,,Rosja
352646000,8989214,PETR HAMITOV,,False,False,,Rosja
273448370,8897198,PANO-02,,False,False,,Rosja
273314900,8230522,STAROPOLYE,,False,False,,Rosja
636022405,9297369,URSUS ARCTOS,,False,False,,Rosja
613471210,9247443,SKIRON,,False,False,,Rosja
613814700,9253234,SATNA,,False,False,,Rosja
613411500,9314882,RUNA,,False,False,,Rosja
352002667,9299123,SOFIA K,,False,False,,Rosja
271049605,9315757,HACI KEMAL KA,,False,False,,Rosja
610000052,9251456,BOLTARIS,,False,False,,Rosja
636020980,9326861,DUKE OF PEACE,,False,False,,Rosja
538004508,9446427,ALTAI,,False,False,,Rosja
667001255,9380673,CENTURION,,False,False,,Rosja
352004616,9399480,LLEVANT,,False,False,,Rosja
636023657,9327396,BALTIC STAR,,False,False,,Rosja
273440780,9297199,ASLAN KHADARCEV,,False,False,,Rosja
538010321,9460576,SAFEEN BARONESS,,False,False,,Rosja
613427200,9334557,BLUE TALU,,False,False,,Rosja
423519100,9779941,SHUSHA,,False,False,,Rosja
538010608,9488011,SAFEEN ELONA,,False,False,,Rosja
613511607,9289738,GENJI,,False,False,,Rosja
352002874,9393668,WALER,,False,False,,Rosja
352004840,9391402,MESTRAL,,False,False,,Rosja
273437420,8862935,SANRAYZ,,False,False,,Rosja
314001139,9250737,ORYX,,False,False,,Rosja
538004518,9416551,ALATAU,,False,False,,Rosja
667002199,9299862,TENDUA,,False,False,,Rosja
667001223,9314894,INDRAS,,False,False,,Rosja
613541600,9266750,SEAHORSE,,False,False,,Rosja
636017205,8813087,CLAUDIA GAS,,False,False,,Rosja
613709612,9105114,NOBEL,,False,False,,Rosja
352003191,9161871,VICTORY LIGHT,,False,False,,Rosja
311001527,9220926,BERNICE,,False,False,,Rosja
477714500,9227479,DELLA,,False,False,,Rosja
626455000,9334296,NEMBUS,,False,False,,Rosja
371744000,9167150,OASIS II,,False,False,,Rosja
511101538,9171345,,,False,False,,Rosja
518999247,9220914,BENTLEY,,False,False,,Rosja
570101472,9198290,MD MIRANDA,,False,False,,Rosja
629009376,9236755,MACKEREL,,False,False,,Rosja
357263000,9236975,SREDINA,,False,False,,Rosja
352003670,9247508,ESENTEPE,,False,False,,Rosja
229599000,9253246,CH ELIXIR,,False,False,,Rosja
273254770,9255282,PIONEER,,False,False,,Rosja
636019667,9258014,NOSTOS,,False,False,,Rosja
352004620,9273246,STARWAY,,False,False,,Rosja
667001584,9272931,GARUDA,,False,False,,Rosja
626463000,9293997,KHALASI,,False,False,,Rosja
314105000,9252967,GRACEP,,False,False,,Rosja
613425603,9263198,FEI YUN HE,,False,False,,Rosja
613414203,9290828,DORIN,,False,False,,Rosja
626459000,9441958,MARKAB,,False,False,,Rosja
374125000,9260263,HAWK III,,False,False,,Rosja
215375000,9302683,GEORGIA,,False,False,,Rosja
255916308,9266762,SEA RAKER,,False,False,,Rosja
525107008,9267027,CAPIBARA,,False,False,,Rosja
352001515,9269245,CLYDE,,False,False,,Rosja
636022962,9391414,BRONX,,False,False,,Rosja
636022825,9286059,MILANO,,False,False,,Rosja
538002621,9273088,OKYROE,,False,False,,Rosja
352003673,9274666,KOCATEPE,,False,False,,Rosja
215924000,9292591,GEA,,False,False,,Rosja
305007000,9293337,SATURN A,,False,False,,Rosja
525103018,9299496,PHOENIX CROWN,,False,False,,Rosja
613522701,9405057,JUN TONG,,False,False,,Rosja
273217060,9451642,VENGERY,,False,False,,Rosja
273337270,9299173,VELES,,False,False,,Rosja
273426280,9151890,ODIN,,False,False,,Rosja
273350170,8821761,NIMBUS SPB,,False,False,,Rosja
273454890,9299161,KORD ATLANTIC,,False,False,,Rosja
273275160,9327360,CROCO,,False,False,,Rosja
610000049,9495832,PAXMARIS,,False,False,,Rosja
273210470,9163764,ARNO BABAJANYAN,,False,False,,Rosja
273415140,9164512,AVIOR,,False,False,,Rosja
273378220,9056571,IMMANUEL,,False,False,,Rosja
273336730,8700096,PARTIZANSK,,False,False,,Rosja
613004200,9175078,ZAMBRA,,False,False,,Rosja
667001318,9428358,SONA,,False,False,,Rosja
577376000,9299886,JASPER,,False,False,,Rosja
613447024,9308170,ESTELLA,,False,False,,Rosja
412303160,9638197,TONG YUAN,,False,False,,Rosja
563231400,9958303,NORTH MOON,,False,False,,Rosja
563239700,9958315,NORTH OCEAN,,False,False,,Rosja
563225500,9958298,NORTH LIGHT,,False,False,,Rosja
550071125,9283306,FINA A,,False,False,,Rosja
667001407,9437983,CAI YUN,,False,False,,Rosja
667001259,9424651,MANTA,,False,False,,Rosja
613472030,9259991,PERIDOT,,False,False,,Rosja
273279830,9384447,BARENTS,,False,False,,Rosja
613445620,9255244,WHITE CONDOR I,,False,False,,Rosja
668116394,9273442,BLUE EMBER,,False,False,,Rosja
613472100,9286023,OPAL,,False,False,,Rosja
577078000,9310707,AGATE,,False,False,,Rosja
273378580,9142916,OKEAN,,False,False,,Rosja
273610060,9087714,OSTROV RUSSKIY,,False,False,,Rosja
613702110,9395379,FORTIS,,False,False,,Rosja
667001235,9330472,THORIN,,False,False,,Rosja
273272930,9384435,BELOMOR,,False,False,,Rosja
613003408,9277759,LARK,,False,False,,Rosja
613277612,9323974,MARBLE,,False,False,,Rosja
273255980,9599353,VENUS III,,False,False,,Rosja
667001252,9419151,WU TAI,,False,False,,Rosja
613661300,9335094,VARG,,False,False,,Rosja
613511601,9550682,XING CHEN,,False,False,,Rosja
667001303,9384095,RAGNAR,,False,False,,Rosja
