mmsi,imo,name,flag,sanctioned,false_flag,date_added,fleet
667001281,9253313,MATARI,,False,False,,Rosja
667001300,9292577,KUBERA,,False,False,,Rosja
667002336,9266877,PIERRE,,False,False,,Rosja
511100897,9253909,JAMES II,,False,False,,Rosja
667002315,9459242,FELIKS,,False,False,,Rosja
613511200,9430210,GOGLAND,,False,False,,Rosja
613881403,9384069,LION I,,False,False,,Rosja
273270940,9377779,VOZROZHDENIYE,,False,False,,Rosja
613411502,9383869,SARASWATI,,False,False,,Rosja
667002428,9286281,SAMADHA,,False,False,,Rosja
273454260,9113276,MT KONSTANTINOVSK,,False,False,,Rosja
273338920,9435337,AKHTY,,False,False,,Rosja
273341100,8867129,VOLGONEFT-160,,False,False,,Rosja
273349500,8231057,VOLGONEFT-251,,False,False,,Rosja
273387430,9637961,SERGEY TERSKOV,,False,False,,Rosja
273318520,9354636,FLURA,,False,False,,Rosja
273311240,9377042,ARMADA EXPLORER,,False,False,,Rosja
273358170,9645011,SANAR-18,,False,False,,Rosja
667001243,9299678,PRISMA,,False,False,,Rosja
613511209,9308950,SEASONS I,,False,False,,Rosja
613411302,9389100,SMYRTOS,,False,False,,Rosja
613322700,9408530,EVITA,,False,False,,Rosja
613661400,9297553,MONTE 1,,False,False,,Rosja
613829601,9281009,JI HANG,,False,False,,Rosja
667001237,9266865,BIVOLA,,False,False,,Rosja
613407803,9255684,GOLDEN EAGLE,,False,False,,Rosja
667002320,9385831,LERUO,,False,False,,Rosja
667002323,9292838,LISTIGA,,False,False,,Rosja
273453790,9166314,ASTORIA,,False,False,,Rosja
613471907,9304629,CHENG HE,,False,False,,Rosja
273452590,9585912,MARLIN,,False,False,,Rosja
613271707,9298595,DORRY,,False,False,,Rosja
613271506,9299874,VIREL,,False,False,,Rosja
613271814,9306562,RHEIN,,False,False,,Rosja
273359420,8852784,VOLGO-DON 5079,,False,False,,Rosja
273257490,7943287,ALEVTIN SHELKOVNIKOV,,False,False,,Rosja
273325400,8419635,SORMOVSKIY-3057,,False,False,,Rosja
273210350,9902196,PETROTRANS-5903,,False,False,,Rosja
273214570,9875422,LYDIA V,,False,False,,Rosja
273430550,8951396,DON STAR 6,,False,False,,Rosja
273350720,9584372,KAPITAN KRASNOV,,False,False,,Rosja
273335620,9448968,YURI KORCHAGIN,,False,False,,Rosja
273554300,8894536,AGINSKOYE,,False,False,,Rosja
273253030,9454125,VICTORIA V,,False,False,,Rosja
273351260,9612923,YULIY MAKARENKOV,,False,False,,Rosja
273439590,8943428,SMART,,False,False,,Rosja
273314540,9361976,OLIMPIADA,,False,False,,Rosja
273334820,9549281,NOVAYA ZEMLYA,,False,False,,Rosja
273315300,7005554,NEMAN,,False,False,,Rosja
307080000,9235244,TAVARIS CASSEL,,False,False,,Rosja
570320000,9275660,AEGIS,,False,False,,Rosja
668116257,9171448,IMPALAS,,False,False,,Rosja
352003519,9256987,STAR TWINKLE 6,,False,False,,Rosja
273344600,8727941,KAPITAN PSHENITSIN,,False,False,,Rosja
273444330,9288992,SUZDAL,,False,False,,Rosja
613464706,9265744,RESTON,,False,False,,Rosja
632001134,9250907,RANI,,False,False,,Rosja
570389000,9242120,TIANMA,,False,False,,Rosja
307221000,9190078,GLOBAL ACE,,False,False,,Rosja
353283000,9311309,GLOBAL ANGEL,,False,False,,Rosja
307122000,9005338,AVENGER BOW,,False,False,,Rosja
307102000,9221267,OCEANA KAI,,False,False,,Rosja
307131000,9113094,SIMBA V,,False,False,,Rosja
307210000,9309227,ELIAH,,False,False,,Rosja
636022737,9309007,NORDIC,,False,False,,Rosja
613271604,9315745,MARQUISE,,False,False,,Rosja
636013409,9374416,CHEM NICHOLAS,,False,False,,Rosja
273359180,9621558,KARAKUZ,,False,False,,Rosja
273253950,1041348,VICTORIA K,,False,False,,Rosja
352004563,9397456,HANNA,,False,False,,Rosja
334900000,9314179,LION S,,False,False,,Rosja
574004200,9274082,TM HAI HA 568,,False,False,,Rosja
352005116,9408542,LING HONG,,False,False,,Rosja
273390210,8877253,GRAND,,False,False,,Rosja
273359640,8920945,GERMES,,False,False,,Rosja
273384030,9077575,KAPITAN YAKOVLEV,,False,False,,Rosja
273451910,8881369,OLEG PERVAK,,False,False,,Rosja
273390060,8743763,MARIO PRIMO,,False,False,,Rosja
352003889,1059979,HENG YANG 9,,False,False,,Rosja
671427100,8647751,ELENA II,,False,False,,Rosja
273311220,9900514,KAPITAN SHLYGIN,,False,False,,Rosja
273615060,9942407,VYACHESL.PAYSHCHIKOV,,False,False,,Rosja
273312310,8719425,STK-1031,,False,False,,Rosja
436000362,9598880,ZHIBEK ZHOLY,,False,False,,Rosja
273314800,7945869,SORMOVO 2,,False,False,,Rosja
273331200,8841656,VOLGO-BALT 216,,False,False,,Rosja
273337300,8230443,VOLGO-BALT 230,,False,False,,Rosja
273339800,8230510,VOLGO-BALT 237,,False,False,,Rosja
667002425,9247376,MARIEL,,False,False,,Rosja
273277840,9389095,TRIUMF,,False,False,,Rosja
667002491,9247429,INDRI,,False,False,,Rosja
273355480,9624316,AURA,,False,False,,Rosja
613426604,9256028,SEGINUS,,False,False,,Rosja
511101517,9766073,NIKOLAY GAMAYUNOV,,False,False,,Rosja
273427090,9766085,NIKOLAY VELIKIY,,False,False,,Rosja
314115000,9276597,JING HAI,,False,False,,Rosja
307081000,9228538,ALOR 2,,False,False,,Rosja
750799000,9303754,RAMA 3,,False,False,,Rosja
307170000,9382073,EVERDINE,,False,False,,Rosja
307076000,9241487,NYRA 2,,False,False,,Rosja
636020524,9307047,BIGLI,,False,False,,Rosja
538007532,9327384,LYCIA KA,,False,False,,Rosja
620999317,9288875,YUG,,False,False,,Rosja
750766000,9264881,OMRA,,False,False,,Rosja
636014160,9248485,URANUS,,False,False,,Rosja
626046000,9553957,COURAGE 7,,False,False,,Rosja
620800101,9247778,BREEZ,,False,False,,Rosja
649555000,9571052,MAHADEV,,False,False,,Rosja
632001156,9332315,MISHELL,,False,False,,Rosja
620693000,9531375,MOLLY,,False,False,,Rosja
632001147,9439541,NEMRUT,,False,False,,Rosja
309832000,9335123,MILOU,,False,False,,Rosja
311001115,9564671,PORTOFINO,,False,False,,Rosja
311001104,9325611,DUMBLEDORE,,False,False,,Rosja
611000201,9273337,TIFANI,,False,False,,Rosja
603898000,9127667,TONDA SOURCE,,False,False,,Rosja
626017000,9486805,ZEAL,,False,False,,Rosja
352004905,9439383,BHILVA,,False,False,,Rosja
352005255,9311610,TORX,,False,False,,Rosja
352005472,9472634,AURA 1,,False,False,,Rosja
352005437,9460564,BALU 6,,False,False,,Rosja
374987000,9419450,JEWEL,,False,False,,Rosja
577678000,9296377,MARJORIE,,False,False,,Rosja
314001145,9408190,SAMOS,,False,False,,Rosja
613271610,9439539,BOLU,,False,False,,Rosja
352005238,9436020,CENTURION I,,False,False,,Rosja
352005301,9297541,DOVE,,False,False,,Rosja
667001290,9412452,NILANGA,,False,False,,Rosja
314001157,9384564,SEARUN,,False,False,,Rosja
352005654,9358412,TIGER WINGS,,False,False,,Rosja
613471041,9037123,SC CUTTA,,False,False,,Rosja
352005354,9389071,TANGO 2,,False,False,,Rosja
352005486,9389083,TIGER 6,,False,False,,Rosja
667002520,9402328,SARA SKY,,False,False,,Rosja
352005769,9337341,OCEANID,,False,False,,Rosja
613661401,9233777,OCEAN II,,False,False,,Rosja
352002251,9274525,LXH,,False,False,,Rosja
477165100,9306809,INNOVATOR,,False,False,,Rosja
273210220,9236743,PRIMORYE,,False,False,,Rosja
636022668,9334789,HORIZZON,,False,False,,Rosja
273448000,9260483,ARMADA LEADER,,False,False,,Rosja
352003039,9820776,GALIASGAR KAMAL,,False,False,,Rosja
273258520,9621596,STANISLAV GOVORUKHIN,,False,False,,Rosja
273355450,9640530,BM FLOT-1,,False,False,,Rosja
249182000,9577123,NORTHERNLIGHT,,False,False,,Rosja
273358180,9621560,BAVLY,,False,False,,Rosja
613271605,9224439,CAROLINE BEZENGI,,False,False,,Rosja
273351450,9640499,IVAN KRAMSKOY,,False,False,,Rosja
273355680,9645061,ALEKSEY SAVRASOV,,False,False,,Rosja
667001275,9292199,ALTURA,,False,False,,Rosja
423543100,9867621,KHANKENDI,,False,False,,Rosja
667001274,9290373,VELORA,,False,False,,Rosja
667001665,9314820,OSAR,,False,False,,Rosja
477642800,9263693,SINO STAR,,False,False,,Rosja
613471021,9323340,TRANQUIL SEA,,False,False,,Rosja
667001645,9336517,URIEL,,False,False,,Rosja
423306100,9498171,ZAGATALA,,False,False,,Rosja
273435910,9194012,ANABAR,,False,False,,Rosja
273352750,9083184,BIRTHE THERESI,,False,False,,Rosja
273350220,8414477,FLANDRIA,,False,False,,Rosja
273358130,9390317,MARINSTRAUM,,False,False,,Rosja
273250410,8920579,NAVIK,,False,False,,Rosja
273376490,9036284,NORDSTRAUM,,False,False,,Rosja
273358610,8915550,NOYABRSK,,False,False,,Rosja
273345030,8010427,OPHELIA,,False,False,,Rosja
273612850,9297149,REVANCHE,,False,False,,Rosja
273353430,8918540,BERGEN T,,False,False,,Rosja
273257120,8920581,MELITO CARRIER,,False,False,,Rosja
273357610,8915548,RYAZAN,,False,False,,Rosja
273253080,9164718,THOTH,,False,False,,Rosja
273331620,8724779,VANINO,,False,False,,Rosja
352005443,9438406,MIGJORN,,False,False,,Rosja
352004858,9396763,AUTAN,,False,False,,Rosja
352004632,9301902,CERS,,False,False,,Rosja
352004264,9432048,VENDAVEL,,False,False,,Rosja
636023572,9629926,GRACE ROMAVICTOR,,False,False,,Rosja
352005663,9380051,GRACE LEON,,False,False,,Rosja
352002297,9234666,ADELINE G,,False,False,,Rosja
636020606,9254862,ADENA,,False,False,,Rosja
636023078,9273260,ALEXANDRA,,False,False,,Rosja
649142000,9259927,BIANCA,,False,False,,Rosja
636020658,9254850,CAMILLA,,False,False,,Rosja
610107212,9256248,DELFINA,,False,False,,Rosja
649114000,9174397,ARES,,False,False,,Rosja
610000065,9299458,PAOLA,,False,False,,Rosja
636023554,9237008,ROBERTA,,False,False,,Rosja
570322000,9256975,CLS,,False,False,,Rosja
477722100,9238868,MACHO QUEEN,,False,False,,Rosja
305263000,9268186,SONDOS,,False,False,,Rosja
305049000,9290919,VICTORY ARI,,False,False,,Rosja
422000125,9259408,NORA,,False,False,,Rosja
307074000,9122473,VELON 1,,False,False,,Rosja
620800110,9348493,GAUJA,,False,False,,Rosja
636021002,9354167,HAKUNA MATATA,,False,False,,Rosja
620800054,9330501,LIDIA,,False,False,,Rosja
620800061,9292151,TAVA 4,,False,False,,Rosja
636020659,9400112,PINOCCHIO,,False,False,,Rosja
620999952,9302566,PUMBA,,False,False,,Rosja
636021101,9307023,RANTANPLAN,,False,False,,Rosja
307079000,9236652,ENZO 2,,False,False,,Rosja
636021266,9719862,SIMBA,,False,False,,Rosja
620800051,9436484,STAR,,False,False,,Rosja
307058000,9237084,ZYRA,,False,False,,Rosja
422000124,9246322,FLEXI 2,,False,False,,Rosja
636021306,9415844,TIMON,,False,False,,Rosja
750767000,9041655,ZIRAN,,False,False,,Rosja
636020609,9307009,YOGI,,False,False,,Rosja
256245000,9655456,CLEAN VISION,,False,False,,Rosja
613271812,9323364,SINAR G,,False,False,,Rosja
613271504,9261401,QUARTZ,,False,False,,Rosja
613411304,9299135,MANDALA,,False,False,,Rosja
538005351,9637507,CLEAN PLANET,,False,False,,Rosja
538005350,9637492,CLEAN OCEAN,,False,False,,Rosja
629009576,9183843,YORIK,,False,False,,Rosja
525007403,9234680,SILVER TIGER,,False,False,,Rosja
314783000,9248461,WAN HE,,False,False,,Rosja
352001672,9251676,CENTAR,,False,False,,Rosja
477215800,9304590,OPTIMAL ACE,,False,False,,Rosja
273423570,9269350,KAPITAN BARMIN,,False,False,,Rosja
667002453,9264271,KOLENTE,,False,False,,Rosja
525121061,9306639,SAVIR LION,,False,False,,Rosja
667002501,9295048,HANUMAN,,False,False,,Rosja
636023490,9327425,WONDER STAR,,False,False,,Rosja
352003672,9253777,ANKARA,,False,False,,Rosja
273333570,9655468,LOYALTY,,False,False,,Rosja
273331440,9645982,LIBERTY,,False,False,,Rosja
273354270,9637583,KORE,,False,False,,Rosja
273358450,9616955,GARMONIA,,False,False,,Rosja
636025411,1024950,KOS,,False,False,,Rosja
352002560,9255842,MAGNI ALEXA,,False,False,,Rosja
352001883,9254240,DUKE II,,False,False,,Rosja
352003819,9282558,REVOLINER,,False,False,,Rosja
352004997,9292515,BREEZE III,,False,False,,Rosja
636023192,9288368,ANNA MARIA P,,False,False,,Rosja
636022654,9315769,THE SAUCE,,False,False,,Rosja
248109000,9792187,CHIOS I,,False,False,,Rosja
620999909,9247986,AVA 10,,False,False,,Rosja
636013337,9340116,CHEM HELEN,,False,False,,Rosja
352146000,9356763,OCEAN WAVE I,,False,False,,Rosja
215072000,9384124,VALGARDENA,,False,False,,Rosja
249566000,9412000,CONGA,,False,False,,Rosja
352004029,9282297,KASTOS I,,False,False,,Rosja
352002351,9248447,BLUE LAGOON I,,False,False,,Rosja
636022648,9309980,MERENGUE,,False,False,,Rosja
352001721,9243320,POLLUX,,False,False,,Rosja
636025354,9273351,ETERNAL,,False,False,,Rosja
620999054,8611219,SAFINA,,False,False,,Rosja
577295000,9132480,KLC ERCIYES,,False,False,,Rosja
273455920,9100190,KUDMA 4,,False,False,,Rosja
352001914,9493224,ST. OLGA,,False,False,,Rosja
677081900,9365415,ANKA,,False,False,,Rosja
677069000,9367164,AYA ZANOUBYA 3,,False,False,,Rosja
668116375,9222443,VOY,,False,False,,Rosja
477945800,9337195,SIREN II,,False,False,,Rosja
630001202,8919879,GLADIUS,,False,False,,Rosja
477205700,9258478,GT HONOR,,False,False,,Rosja
477186300,9315642,TAMIA,,False,False,,Rosja
273276460,9230880,MARINERA,,False,False,,Rosja
477206500,9409247,VALIANT,,False,False,,Rosja
511101819,9380570,KURDOS III,,False,False,,Rosja
405000433,9592305,OMERA GALAXY,,False,False,,Rosja
311000634,9750672,YAKOV GAKKEL,,False,False,,Rosja
311000627,9750713,RUDOLF SAMOYLOVICH,,False,False,,Rosja
311000631,9750725,NIKOLAY YEVGENOV,,False,False,,Rosja
311000548,9750696,EDUARD TOLL,,False,False,,Rosja
311000633,9750749,GEORGIY USHAKOV,,False,False,,Rosja
477150100,9750701,VLADIMIR RUSANOV,,False,False,,Rosja
311000632,9750737,VLADIMIR VORONIN,,False,False,,Rosja
538009985,9923994,DINO,,False,False,,Rosja
636018682,9826720,ALEXANDER,,False,False,,Rosja
354159000,9247194,KUNPENG,,False,False,,Rosja
314001150,9307205,LNG SOARS,,False,False,,Rosja
376989000,9408554,HE BO,,False,False,,Rosja
352005395,9270555,INTEGRITY RACER,,False,False,,Rosja
667002478,9292187,LUNA LUSTER,,False,False,,Rosja
511101857,9290397,KRITI VIGOR,,False,False,,Rosja
341157001,9343986,CAPELLA MB,,False,False,,Rosja
511101926,9305556,MARVEN,,False,False,,Rosja
273359580,9676230,TRUVOR,,False,False,,Rosja
511101900,9290385,ELBUS,,False,False,,Rosja
511101914,9337418,ATMOS,,False,False,,Rosja
314123000,9333785,SEADAR,,False,False,,Rosja
273256500,9912701,YURI OSOKIN,,False,False,,Rosja
371499000,9307152,SEAZEN,,False,False,,Rosja
314898000,9252371,KIROHO,,False,False,,Rosja
