mmsi,imo,name,destination,fleet_source
273612940,9931226,YANA V,,GUR_Russia
632001129,9308778,AMIL,,GUR_Russia
306253000,9208215,HONG LU,,GUR_Russia
306531000,9259367,DAVINA,,GUR_Russia
352001298,9292228,CRYSTAL ROSE,,GUR_Russia
306267000,9304655,VERA,,GUR_Russia
306269000,9289491,BENDIGO,,GUR_Russia
632001128,9280873,FURY,,GUR_Russia
306254000,9288095,WEN YAO,,GUR_Russia
352002704,9247390,TYCHE I,,GUR_Russia
306720000,9221671,ELZA,,GUR_Russia
273437230,9778313,MARSHAL VASILEVSKIY,,GUR_Russia
461000243,9630004,VALERA,,GUR_Russia
209387000,9817315,BORIS SOKOLOV,,GUR_Russia
209508000,9804033,YURIY KUCHIEV,,GUR_Russia
630001156,8902474,BABYLON,,GUR_Russia
273218230,9874789,DIANA MARIA,,GUR_Russia
273211390,9917983,ALPHA MERCURY,,GUR_Russia
273339400,8033132,ALEKSEY AFANASYEV,,GUR_Russia
667021000,8943416,ALTAIR,,GUR_Russia
613447808,9247431,REGAL I,,GUR_Russia
352002521,9336414,VOLTA RIVER,,GUR_Russia
613414602,9236353,BLUE,,GUR_Russia
314001023,9213296,TELESTO,,GUR_Russia
667001248,9257802,FURIA,,GUR_Russia
613445621,9282792,AQUA LIVE,,GUR_Russia
613447509,9277747,ELISE,,GUR_Russia
613902604,9296810,NAVISTAR,,GUR_Russia
629009588,9268112,OLIA,,GUR_Russia
613510201,9250543,INVICTA,,GUR_Russia
667002025,9232888,AILANA,,GUR_Russia
613404910,9249130,PEACE,,GUR_Russia
667002039,9289752,SAVITRI,,GUR_Russia
613202701,9314167,,,GUR_Russia
750056000,1021570,YA QING HAI YANG,,GUR_Russia
314001114,9213313,ALBEDO,,GUR_Russia
352002074,9282508,CAUVERI,,GUR_Russia
613404611,9235000,COATLICUE,,GUR_Russia
352002070,9251274,CRIUS,,GUR_Russia
273278840,9306627,PROGRESS,,GUR_Russia
613503100,9436018,DG HONG KONG,,GUR_Russia
273335010,9372559,KAPITAN GOTSKY,,GUR_Russia
667001256,9308833,KUSTO,,GUR_Russia
667001242,9255672,LEBRE,,GUR_Russia
613277600,9348479,LUCKY FAIRY,,GUR_Russia
667001617,9409259,SPIRIT 2,,GUR_Russia
667002360,9299771,MIRES,,GUR_Russia
613741201,9332822,NICHOLE,,GUR_Russia
613472080,9323376,CHARIOT TIDE,,GUR_Russia
667001997,9308857,RYMO,,GUR_Russia
352002786,9302970,SAGAR1,,GUR_Russia
307025000,9292981,NOBLE WALKER,,GUR_Russia
461000264,9577094,GARNET,,GUR_Russia
352001887,9291262,SILVAR,,GUR_Russia
352002775,9292979,SAI,,GUR_Russia
613277601,9386536,SPRING FORTUNE,,GUR_Russia
273330620,9372561,TIMOFEY GUZHENKO,,GUR_Russia
636022406,9297345,URSUS MARITIMUS,,GUR_Russia
667002334,9262924,UTAKI,,GUR_Russia
273611590,9866392,VOSTOCHNY PROSPECT,,GUR_Russia
629009392,9196644,ELVA,,GUR_Russia
351073000,9262766,FIONA II,,GUR_Russia
334017000,9166675,FT ISLAND,,GUR_Russia
613271309,9271951,MOCHA,,GUR_Russia
613419901,9297888,WALRUS,,GUR_Russia
273335920,9503304,GENERAL SKOBELEV,,GUR_Russia
613003584,9109861,PRINCESS EVA,,GUR_Russia
306033000,9410387,JAYA,,GUR_Russia
273369290,9613551,ALEKSEY CHIRIKOV,,GUR_Russia
352001692,9280885,APUS,,GUR_Russia
352001694,9281152,AQUILA II,,GUR_Russia
273399390,9650016,RN SAKHALIN,,GUR_Russia
574005470,9273387,ASTRA,,GUR_Russia
273610900,9198783,MARIA,,GUR_Russia
273318480,9201994,BUK,,GUR_Russia
419001990,9299680,CANGJIE,,GUR_Russia
273277260,9411331,KLEVER,,GUR_Russia
632001123,9271327,VIEW,,GUR_Russia
273276930,9385142,ALMOND,,GUR_Russia
273296810,9888182,DMITRY MENDELEEV,,GUR_Russia
273449240,8730077,DOBRYNYA,,GUR_Russia
273396260,9753739,FEDOR USHAKOV,,GUR_Russia
511101480,9749130,LADA,,GUR_Russia
273374820,9735141,MIDVOLGA-3,,GUR_Russia
273412440,9753741,YEVGENY PRIMAKOV,,GUR_Russia
273615700,9211999,SOFIA,,GUR_Russia
273619700,9212008,VICTORIA,,GUR_Russia
273267690,9397559,ARIA,,GUR_Russia
273396990,9742120,GENNADIY NEVELSKOY,,GUR_Russia
273257370,9876359,IVAN AIVAZOVSKY,,GUR_Russia
273345750,9333682,KIRILL LAVROV,,GUR_Russia
273212310,9837547,MIKHAIL LAZAREV,,GUR_Russia
273328440,9333670,MIKHAIL ULYANOV,,GUR_Russia
273266690,9322956,PROSPERITY,,GUR_Russia
649113000,9309576,SILVER,,GUR_Russia
461001004,9630028,PERLE,,GUR_Russia
273355640,9590137,MEGION,,GUR_Russia
273353580,9537109,GAZPROMNEFT ZUID EAST,,GUR_Russia
655081771,9312872,HUIHAI ATLANTIC,,GUR_Russia
574005380,9337133,IVY,,GUR_Russia
273414140,9217979,LOTTA,,GUR_Russia
306761000,9231212,XANTHOS EOS,,GUR_Russia
629009452,9257993,AMELL,,GUR_Russia
273430430,9167930,MURMANSK,,GUR_Russia
273355340,9286463,OLANGA,,GUR_Russia
273371330,9418509,OMSK,,GUR_Russia
632001130,9236640,ONYX,,GUR_Russia
273274660,9620633,FINVAL,,GUR_Russia
273273660,9673202,LEGENDA,,GUR_Russia
632001122,9223540,RAINE,,GUR_Russia
273276060,9276028,PEGASUS,,GUR_Russia
632001125,9409467,PRAVASI,,GUR_Russia
273264690,9329655,PROXIMA,,GUR_Russia
273333470,9653068,RN AMUR,,GUR_Russia
273320710,9653070,RN USSURI,,GUR_Russia
273312540,9335678,SCF ENDEAVOUR,,GUR_Russia
273314650,9335680,SCF ENDURANCE,,GUR_Russia
273312060,9335692,SCF ENTERPRISE,,GUR_Russia
273318120,9307724,SCF SAKHALIN,,GUR_Russia
273397870,9752084,SHTURMAN ALBANOV,,GUR_Russia
273391160,9759939,SHTURMAN KOSHELEV,,GUR_Russia
273398780,9752096,SHTURMAN MALYGIN,,GUR_Russia
273391790,9752101,SHTURMAN OVTSYN,,GUR_Russia
273385570,9759927,SHTURMAN SHCHERBININ,,GUR_Russia
273392990,9759915,SHTURMAN SKURATOV,,GUR_Russia
273271320,9378618,PIONER 1,,GUR_Russia
273392530,9753727,STEPAN MAKAROV,,GUR_Russia
273393630,9678238,SVYATOY KNYAZ VLADIMIR,,GUR_Russia
273270950,9292058,TANGO,,GUR_Russia
273396740,9817779,TIS,,GUR_Russia
273276750,9292034,TOPAZ,,GUR_Russia
649115000,9344033,TRIUM,,GUR_Russia
273334570,9422653,GAZPROMNEFT NORDEAST,,GUR_Russia
273387920,9196620,UMBA,,GUR_Russia
273271630,9384306,UNIVERSAL,,GUR_Russia
273259920,9885879,VALENTIN PIKUL,,GUR_Russia
273345020,9372547,VASILY DINKOV,,GUR_Russia
273358680,9613549,VITUS BERING,,GUR_Russia
273350140,9538115,VYACHESLAV TIKHONOV,,GUR_Russia
273418480,9804057,ELM,,GUR_Russia
422169700,9169421,MASAL,,GUR_Russia
750308000,9198317,PHONIX,,GUR_Russia
352002475,9326055,VERONICA III,,GUR_Russia
613612000,9258167,AKAR WEST,,GUR_Russia
314960000,9292046,NOVA CREST,,GUR_Russia
613914700,9329667,PACIFIC,,GUR_Russia
613007100,9333412,ENIGMA,,GUR_Russia
570314000,9198082,GLOBAL STAR,,GUR_Russia
477949100,9237632,STAR FOREST,,GUR_Russia
667001304,9402732,JEWEL 1,,GUR_Russia
667002359,9330604,NACHOS,,GUR_Russia
613007203,9252333,VASLATI,,GUR_Russia
352003797,9290323,LADY LOUISE,,GUR_Russia
352002051,9259733,YI TONG,,GUR_Russia
750709000,9282041,ABHRA,,GUR_Russia
650000120,9294331,LILY,,GUR_Russia
632001161,9298492,TOA PAYOH,,GUR_Russia
352002063,9321677,DAPHNE V,,GUR_Russia
632001155,9328170,AETHER,,GUR_Russia
352002167,9332171,VIRENT,,GUR_Russia
352001849,9332614,BELLARIS,,GUR_Russia
352001907,9379301,VERSA,,GUR_Russia
352002241,9390587,ONEIROI,,GUR_Russia
352179000,9413004,HORAE,,GUR_Russia
647553023,9433016,APATE,,GUR_Russia
613914210,9258026,EDERRA,,GUR_Russia
667001302,9307815,FLORA 1,,GUR_Russia
613881404,9368235,NEVAH,,GUR_Russia
273273930,9384459,ONEGA,,GUR_Russia
273253180,9599341,JUPITER I,,GUR_Russia
613902500,9286073,RCELEBRA,,GUR_Russia
352001906,9326885,ANAYA,,GUR_Russia
667002454,9264283,PM BACTON,,GUR_Russia
667001301,9352195,SANDHYA,,GUR_Russia
611000117,9328716,SKYWAVE,,GUR_Russia
525018077,8710730,CELEBES,,GUR_Russia
655071176,9276573,FABULE,,GUR_Russia
613806561,9203277,LEXI,,GUR_Russia
525018442,9179921,MALILI,,GUR_Russia
525010379,8106109,MARINA VISION,,GUR_Russia
352003483,9257149,NESO,,GUR_Russia
422546600,9272694,POLARIS 1,,GUR_Russia
750099000,9237797,TIMA,,GUR_Russia
647553039,9244635,AMAK,,GUR_Russia
629009370,9181194,ASTERIX,,GUR_Russia
570313000,9271406,LBS,,GUR_Russia
647553034,9236248,FENGHUANG,,GUR_Russia
273436920,8230663,VOLGONEFT-111,,GUR_Russia
273311170,8727915,VOLGONEFT-105,,GUR_Russia
273270200,8892007,IGOR ORLOV,,GUR_Russia
273310170,8925414,VOLGONEFT-217,,GUR_Russia
273437920,8925426,VOLGONEFT-117,,GUR_Russia
613321600,9330599,LUMIN,,GUR_Russia
667002211,9384992,MARS 6,,GUR_Russia
271053525,9311751,HITIT,,GUR_Russia
273298630,9585924,KALUGA,,GUR_Russia
613448500,9323314,ADITYA,,GUR_Russia
613321501,9313498,JACKLYN,,GUR_Russia
273353420,8878374,BETA,,GUR_Russia
667002403,9137648,CARUZO,,GUR_Russia
613712400,9208124,SKY RIDER,,GUR_Russia
352002158,9259745,ETERNAL PEACE,,GUR_Russia
667002357,9260275,KATRAN,,GUR_Russia
613511201,9261619,HANNAH,,GUR_Russia
667002405,9265873,KAMELOT,,GUR_Russia
314001077,9289532,BRIDGET,,GUR_Russia
667001378,9296597,PROMETEI,,GUR_Russia
423530100,9420617,ZANGAZUR,,GUR_Russia
667001451,9308821,BERRA,,GUR_Russia
314001132,9439400,ORSA,,GUR_Russia
423520100,9810513,KARABAKH,,GUR_Russia
215817000,9288954,MARINER A,,GUR_Russia
256332000,9325831,MINERVA PACIFICA,,GUR_Russia
273450690,9868821,ANATOLIY NIKOLAEV,,GUR_Russia
273427610,8932302,CORAL,,GUR_Russia
273214220,8728048,DUNE-2,,GUR_Russia
273447370,8935407,EMERALD,,GUR_Russia
273334900,8332796,KAPITAN AVESHNIKOV,,GUR_Russia
273430690,8957132,LAZURIT,,GUR_Russia
616999019,9481738,OMMAX,,GUR_Russia
273337010,8936798,OMSKIY-86,,GUR_Russia
273435130,8943478,ONIX,,GUR_Russia
422604600,8853570,OREL-1,,GUR_Russia
273310900,8873336,OMSKIY-133,,GUR_Russia
352646000,8989214,PETR HAMITOV,,GUR_Russia
273448370,8897198,PANO-02,,GUR_Russia
273314900,8230522,STAROPOLYE,,GUR_Russia
636022405,9297369,URSUS ARCTOS,,GUR_Russia
613471210,9247443,SKIRON,,GUR_Russia
613814700,9253234,SATNA,,GUR_Russia
613411500,9314882,RUNA,,GUR_Russia
352002667,9299123,SOFIA K,,GUR_Russia
271049605,9315757,HACI KEMAL KA,,GUR_Russia
610000052,9251456,BOLTARIS,,GUR_Russia
636020980,9326861,DUKE OF PEACE,,GUR_Russia
538004508,9446427,ALTAI,,GUR_Russia
667001255,9380673,CENTURION,,GUR_Russia
352004616,9399480,LLEVANT,,GUR_Russia
636023657,9327396,BALTIC STAR,,GUR_Russia
273440780,9297199,ASLAN KHADARCEV,,GUR_Russia
538010321,9460576,SAFEEN BARONESS,,GUR_Russia
613427200,9334557,BLUE TALU,,GUR_Russia
423519100,9779941,SHUSHA,,GUR_Russia
538010608,9488011,SAFEEN ELONA,,GUR_Russia
613511607,9289738,GENJI,,GUR_Russia
352002874,9393668,WALER,,GUR_Russia
352004840,9391402,MESTRAL,,GUR_Russia
273437420,8862935,SANRAYZ,,GUR_Russia
314001139,9250737,ORYX,,GUR_Russia
538004518,9416551,ALATAU,,GUR_Russia
667002199,9299862,TENDUA,,GUR_Russia
667001223,9314894,INDRAS,,GUR_Russia
613541600,9266750,SEAHORSE,,GUR_Russia
636017205,8813087,CLAUDIA GAS,,GUR_Russia
613709612,9105114,NOBEL,,GUR_Russia
352003191,9161871,VICTORY LIGHT,,GUR_Russia
311001527,9220926,BERNICE,,GUR_Russia
477714500,9227479,DELLA,,GUR_Russia
626455000,9334296,NEMBUS,,GUR_Russia
371744000,9167150,OASIS II,,GUR_Russia
511101538,9171345,,,GUR_Russia
518999247,9220914,BENTLEY,,GUR_Russia
570101472,9198290,MD MIRANDA,,GUR_Russia
629009376,9236755,MACKEREL,,GUR_Russia
357263000,9236975,SREDINA,,GUR_Russia
352003670,9247508,ESENTEPE,,GUR_Russia
229599000,9253246,CH ELIXIR,,GUR_Russia
273254770,9255282,PIONEER,,GUR_Russia
636019667,9258014,NOSTOS,,GUR_Russia
352004620,9273246,STARWAY,,GUR_Russia
667001584,9272931,GARUDA,,GUR_Russia
626463000,9293997,KHALASI,,GUR_Russia
314105000,9252967,GRACEP,,GUR_Russia
613425603,9263198,FEI YUN HE,,GUR_Russia
613414203,9290828,DORIN,,GUR_Russia
626459000,9441958,MARKAB,,GUR_Russia
374125000,9260263,HAWK III,,GUR_Russia
215375000,9302683,GEORGIA,,GUR_Russia
255916308,9266762,SEA RAKER,,GUR_Russia
525107008,9267027,CAPIBARA,,GUR_Russia
352001515,9269245,CLYDE,,GUR_Russia
636022962,9391414,BRONX,,GUR_Russia
636022825,9286059,MILANO,,GUR_Russia
538002621,9273088,OKYROE,,GUR_Russia
352003673,9274666,KOCATEPE,,GUR_Russia
215924000,9292591,GEA,,GUR_Russia
305007000,9293337,SATURN A,,GUR_Russia
525103018,9299496,PHOENIX CROWN,,GUR_Russia
613522701,9405057,JUN TONG,,GUR_Russia
273217060,9451642,VENGERY,,GUR_Russia
273337270,9299173,VELES,,GUR_Russia
273426280,9151890,ODIN,,GUR_Russia
273350170,8821761,NIMBUS SPB,,GUR_Russia
273454890,9299161,KORD ATLANTIC,,GUR_Russia
273275160,9327360,CROCO,,GUR_Russia
610000049,9495832,PAXMARIS,,GUR_Russia
273210470,9163764,ARNO BABAJANYAN,,GUR_Russia
273415140,9164512,AVIOR,,GUR_Russia
273378220,9056571,IMMANUEL,,GUR_Russia
273336730,8700096,PARTIZANSK,,GUR_Russia
613004200,9175078,ZAMBRA,,GUR_Russia
667001318,9428358,SONA,,GUR_Russia
577376000,9299886,JASPER,,GUR_Russia
613447024,9308170,ESTELLA,,GUR_Russia
412303160,9638197,TONG YUAN,,GUR_Russia
563231400,9958303,NORTH MOON,,GUR_Russia
563239700,9958315,NORTH OCEAN,,GUR_Russia
563225500,9958298,NORTH LIGHT,,GUR_Russia
550071125,9283306,FINA A,,GUR_Russia
667001407,9437983,CAI YUN,,GUR_Russia
667001259,9424651,MANTA,,GUR_Russia
613472030,9259991,PERIDOT,,GUR_Russia
273279830,9384447,BARENTS,,GUR_Russia
613445620,9255244,WHITE CONDOR I,,GUR_Russia
668116394,9273442,BLUE EMBER,,GUR_Russia
613472100,9286023,OPAL,,GUR_Russia
577078000,9310707,AGATE,,GUR_Russia
273378580,9142916,OKEAN,,GUR_Russia
273610060,9087714,OSTROV RUSSKIY,,GUR_Russia
613702110,9395379,FORTIS,,GUR_Russia
667001235,9330472,THORIN,,GUR_Russia
273272930,9384435,BELOMOR,,GUR_Russia
613003408,9277759,LARK,,GUR_Russia
613277612,9323974,MARBLE,,GUR_Russia
273255980,9599353,VENUS III,,GUR_Russia
667001252,9419151,WU TAI,,GUR_Russia
613661300,9335094,VARG,,GUR_Russia
613511601,9550682,XING CHEN,,GUR_Russia
667001303,9384095,RAGNAR,,GUR_Russia
667001281,9253313,MATARI,,GUR_Russia
667001300,9292577,KUBERA,,GUR_Russia
667002336,9266877,PIERRE,,GUR_Russia
511100897,9253909,JAMES II,,GUR_Russia
667002315,9459242,FELIKS,,GUR_Russia
613511200,9430210,GOGLAND,,GUR_Russia
613881403,9384069,LION I,,GUR_Russia
273270940,9377779,VOZROZHDENIYE,,GUR_Russia
613411502,9383869,SARASWATI,,GUR_Russia
667002428,9286281,SAMADHA,,GUR_Russia
273454260,9113276,MT KONSTANTINOVSK,,GUR_Russia
273338920,9435337,AKHTY,,GUR_Russia
273341100,8867129,VOLGONEFT-160,,GUR_Russia
273349500,8231057,VOLGONEFT-251,,GUR_Russia
273387430,9637961,SERGEY TERSKOV,,GUR_Russia
273318520,9354636,FLURA,,GUR_Russia
273311240,9377042,ARMADA EXPLORER,,GUR_Russia
273358170,9645011,SANAR-18,,GUR_Russia
667001243,9299678,PRISMA,,GUR_Russia
613511209,9308950,SEASONS I,,GUR_Russia
613411302,9389100,SMYRTOS,,GUR_Russia
613322700,9408530,EVITA,,GUR_Russia
613661400,9297553,MONTE 1,,GUR_Russia
613829601,9281009,JI HANG,,GUR_Russia
667001237,9266865,BIVOLA,,GUR_Russia
613407803,9255684,GOLDEN EAGLE,,GUR_Russia
667002320,9385831,LERUO,,GUR_Russia
667002323,9292838,LISTIGA,,GUR_Russia
273453790,9166314,ASTORIA,,GUR_Russia
613471907,9304629,CHENG HE,,GUR_Russia
273452590,9585912,MARLIN,,GUR_Russia
613271707,9298595,DORRY,,GUR_Russia
613271506,9299874,VIREL,,GUR_Russia
613271814,9306562,RHEIN,,GUR_Russia
273359420,8852784,VOLGO-DON 5079,,GUR_Russia
273257490,7943287,ALEVTIN SHELKOVNIKOV,,GUR_Russia
273325400,8419635,SORMOVSKIY-3057,,GUR_Russia
273210350,9902196,PETROTRANS-5903,,GUR_Russia
273214570,9875422,LYDIA V,,GUR_Russia
273430550,8951396,DON STAR 6,,GUR_Russia
273350720,9584372,KAPITAN KRASNOV,,GUR_Russia
273335620,9448968,YURI KORCHAGIN,,GUR_Russia
273554300,8894536,AGINSKOYE,,GUR_Russia
273253030,9454125,VICTORIA V,,GUR_Russia
273351260,9612923,YULIY MAKARENKOV,,GUR_Russia
273439590,8943428,SMART,,GUR_Russia
273314540,9361976,OLIMPIADA,,GUR_Russia
273334820,9549281,NOVAYA ZEMLYA,,GUR_Russia
273315300,7005554,NEMAN,,GUR_Russia
307080000,9235244,TAVARIS CASSEL,,GUR_Russia
570320000,9275660,AEGIS,,GUR_Russia
356336000,9263215,BIG MAG,,GUR_Russia
668116257,9171448,IMPALAS,,GUR_Russia
352003519,9256987,STAR TWINKLE 6,,GUR_Russia
273344600,8727941,KAPITAN PSHENITSIN,,GUR_Russia
273444330,9288992,SUZDAL,,GUR_Russia
613464706,9265744,RESTON,,GUR_Russia
632001134,9250907,RANI,,GUR_Russia
570389000,9242120,TIANMA,,GUR_Russia
307221000,9190078,GLOBAL ACE,,GUR_Russia
353283000,9311309,GLOBAL ANGEL,,GUR_Russia
307122000,9005338,AVENGER BOW,,GUR_Russia
307102000,9221267,OCEANA KAI,,GUR_Russia
307131000,9113094,SIMBA V,,GUR_Russia
307210000,9309227,ELIAH,,GUR_Russia
636022737,9309007,NORDIC,,GUR_Russia
613271604,9315745,MARQUISE,,GUR_Russia
636013409,9374416,CHEM NICHOLAS,,GUR_Russia
273359180,9621558,KARAKUZ,,GUR_Russia
273253950,1041348,VICTORIA K,,GUR_Russia
352004563,9397456,HANNA,,GUR_Russia
334900000,9314179,LION S,,GUR_Russia
574004200,9274082,TM HAI HA 568,,GUR_Russia
352005116,9408542,LING HONG,,GUR_Russia
273390210,8877253,GRAND,,GUR_Russia
273359640,8920945,GERMES,,GUR_Russia
273384030,9077575,KAPITAN YAKOVLEV,,GUR_Russia
273451910,8881369,OLEG PERVAK,,GUR_Russia
273390060,8743763,MARIO PRIMO,,GUR_Russia
352003889,1059979,HENG YANG 9,,GUR_Russia
671427100,8647751,ELENA II,,GUR_Russia
273311220,9900514,KAPITAN SHLYGIN,,GUR_Russia
273615060,9942407,VYACHESL.PAYSHCHIKOV,,GUR_Russia
273312310,8719425,STK-1031,,GUR_Russia
436000362,9598880,ZHIBEK ZHOLY,,GUR_Russia
273314800,7945869,SORMOVO 2,,GUR_Russia
273331200,8841656,VOLGO-BALT 216,,GUR_Russia
273337300,8230443,VOLGO-BALT 230,,GUR_Russia
273339800,8230510,VOLGO-BALT 237,,GUR_Russia
667002425,9247376,MARIEL,,GUR_Russia
273277840,9389095,TRIUMF,,GUR_Russia
667002491,9247429,INDRI,,GUR_Russia
273355480,9624316,AURA,,GUR_Russia
613426604,9256028,SEGINUS,,GUR_Russia
511101517,9766073,NIKOLAY GAMAYUNOV,,GUR_Russia
273427090,9766085,NIKOLAY VELIKIY,,GUR_Russia
314115000,9276597,JING HAI,,GUR_Russia
307081000,9228538,ALOR 2,,GUR_Russia
750799000,9303754,RAMA 3,,GUR_Russia
307170000,9382073,EVERDINE,,GUR_Russia
307076000,9241487,NYRA 2,,GUR_Russia
636020524,9307047,BIGLI,,GUR_Russia
538007532,9327384,LYCIA KA,,GUR_Russia
620999317,9288875,YUG,,GUR_Russia
750766000,9264881,OMRA,,GUR_Russia
636014160,9248485,URANUS,,GUR_Russia
626046000,9553957,COURAGE 7,,GUR_Russia
620800101,9247778,BREEZ,,GUR_Russia
649555000,9571052,MAHADEV,,GUR_Russia
632001156,9332315,MISHELL,,GUR_Russia
620693000,9531375,MOLLY,,GUR_Russia
632001147,9439541,NEMRUT,,GUR_Russia
309832000,9335123,MILOU,,GUR_Russia
311001115,9564671,PORTOFINO,,GUR_Russia
311001104,9325611,DUMBLEDORE,,GUR_Russia
611000201,9273337,TIFANI,,GUR_Russia
603898000,9127667,TONDA SOURCE,,GUR_Russia
626017000,9486805,ZEAL,,GUR_Russia
352004905,9439383,BHILVA,,GUR_Russia
352005255,9311610,TORX,,GUR_Russia
352005472,9472634,AURA 1,,GUR_Russia
352005437,9460564,BALU 6,,GUR_Russia
374987000,9419450,JEWEL,,GUR_Russia
577678000,9296377,MARJORIE,,GUR_Russia
314001145,9408190,SAMOS,,GUR_Russia
613271610,9439539,BOLU,,GUR_Russia
352005238,9436020,CENTURION I,,GUR_Russia
352005301,9297541,DOVE,,GUR_Russia
667001290,9412452,NILANGA,,GUR_Russia
314001157,9384564,SEARUN,,GUR_Russia
352005654,9358412,TIGER WINGS,,GUR_Russia
613471041,9037123,SC CUTTA,,GUR_Russia
352005354,9389071,TANGO 2,,GUR_Russia
352005486,9389083,TIGER 6,,GUR_Russia
667002520,9402328,SARA SKY,,GUR_Russia
352005769,9337341,OCEANID,,GUR_Russia
613661401,9233777,OCEAN II,,GUR_Russia
352002251,9274525,LXH,,GUR_Russia
477165100,9306809,INNOVATOR,,GUR_Russia
273210220,9236743,PRIMORYE,,GUR_Russia
636022668,9334789,HORIZZON,,GUR_Russia
273448000,9260483,ARMADA LEADER,,GUR_Russia
352003039,9820776,GALIASGAR KAMAL,,GUR_Russia
273258520,9621596,STANISLAV GOVORUKHIN,,GUR_Russia
273355450,9640530,BM FLOT-1,,GUR_Russia
249182000,9577123,NORTHERNLIGHT,,GUR_Russia
273358180,9621560,BAVLY,,GUR_Russia
613271605,9224439,CAROLINE BEZENGI,,GUR_Russia
273351450,9640499,IVAN KRAMSKOY,,GUR_Russia
273355680,9645061,ALEKSEY SAVRASOV,,GUR_Russia
667001275,9292199,ALTURA,,GUR_Russia
423543100,9867621,KHANKENDI,,GUR_Russia
667001274,9290373,VELORA,,GUR_Russia
667001665,9314820,OSAR,,GUR_Russia
477642800,9263693,SINO STAR,,GUR_Russia
613471021,9323340,TRANQUIL SEA,,GUR_Russia
667001645,9336517,URIEL,,GUR_Russia
423306100,9498171,ZAGATALA,,GUR_Russia
273435910,9194012,ANABAR,,GUR_Russia
273352750,9083184,BIRTHE THERESI,,GUR_Russia
273350220,8414477,FLANDRIA,,GUR_Russia
273358130,9390317,MARINSTRAUM,,GUR_Russia
273250410,8920579,NAVIK,,GUR_Russia
273376490,9036284,NORDSTRAUM,,GUR_Russia
273358610,8915550,NOYABRSK,,GUR_Russia
273345030,8010427,OPHELIA,,GUR_Russia
273612850,9297149,REVANCHE,,GUR_Russia
273353430,8918540,BERGEN T,,GUR_Russia
273257120,8920581,MELITO CARRIER,,GUR_Russia
273357610,8915548,RYAZAN,,GUR_Russia
273253080,9164718,THOTH,,GUR_Russia
273331620,8724779,VANINO,,GUR_Russia
352005443,9438406,MIGJORN,,GUR_Russia
352004858,9396763,AUTAN,,GUR_Russia
352004632,9301902,CERS,,GUR_Russia
352004264,9432048,VENDAVEL,,GUR_Russia
636023572,9629926,GRACE ROMAVICTOR,,GUR_Russia
352005663,9380051,GRACE LEON,,GUR_Russia
352002297,9234666,ADELINE G,,GUR_Russia
636020606,9254862,ADENA,,GUR_Russia
636023078,9273260,ALEXANDRA,,GUR_Russia
649142000,9259927,BIANCA,,GUR_Russia
636020658,9254850,CAMILLA,,GUR_Russia
610107212,9256248,DELFINA,,GUR_Russia
649114000,9174397,ARES,,GUR_Russia
610000065,9299458,PAOLA,,GUR_Russia
636023554,9237008,ROBERTA,,GUR_Russia
570322000,9256975,CLS,,GUR_Russia
477722100,9238868,MACHO QUEEN,,GUR_Russia
305263000,9268186,SONDOS,,GUR_Russia
305049000,9290919,VICTORY ARI,,GUR_Russia
422000125,9259408,NORA,,GUR_Russia
307074000,9122473,VELON 1,,GUR_Russia
620800110,9348493,GAUJA,,GUR_Russia
636021002,9354167,HAKUNA MATATA,,GUR_Russia
620800054,9330501,LIDIA,,GUR_Russia
620800061,9292151,TAVA 4,,GUR_Russia
636020659,9400112,PINOCCHIO,,GUR_Russia
620999952,9302566,PUMBA,,GUR_Russia
636021101,9307023,RANTANPLAN,,GUR_Russia
307079000,9236652,ENZO 2,,GUR_Russia
636021266,9719862,SIMBA,,GUR_Russia
620800051,9436484,STAR,,GUR_Russia
307058000,9237084,ZYRA,,GUR_Russia
422000124,9246322,FLEXI 2,,GUR_Russia
636021306,9415844,TIMON,,GUR_Russia
750767000,9041655,ZIRAN,,GUR_Russia
636020609,9307009,YOGI,,GUR_Russia
256245000,9655456,CLEAN VISION,,GUR_Russia
613271812,9323364,SINAR G,,GUR_Russia
613271504,9261401,QUARTZ,,GUR_Russia
613411304,9299135,MANDALA,,GUR_Russia
538005351,9637507,CLEAN PLANET,,GUR_Russia
538005350,9637492,CLEAN OCEAN,,GUR_Russia
629009576,9183843,YORIK,,GUR_Russia
525007403,9234680,SILVER TIGER,,GUR_Russia
314783000,9248461,WAN HE,,GUR_Russia
352001672,9251676,CENTAR,,GUR_Russia
477215800,9304590,OPTIMAL ACE,,GUR_Russia
273423570,9269350,KAPITAN BARMIN,,GUR_Russia
667002453,9264271,KOLENTE,,GUR_Russia
525121061,9306639,SAVIR LION,,GUR_Russia
667002501,9295048,HANUMAN,,GUR_Russia
636023490,9327425,WONDER STAR,,GUR_Russia
352003672,9253777,ANKARA,,GUR_Russia
273333570,9655468,LOYALTY,,GUR_Russia
273331440,9645982,LIBERTY,,GUR_Russia
273354270,9637583,KORE,,GUR_Russia
273358450,9616955,GARMONIA,,GUR_Russia
636025411,1024950,KOS,,GUR_Russia
352002560,9255842,MAGNI ALEXA,,GUR_Russia
352001883,9254240,DUKE II,,GUR_Russia
352003819,9282558,REVOLINER,,GUR_Russia
352004997,9292515,BREEZE III,,GUR_Russia
636023192,9288368,ANNA MARIA P,,GUR_Russia
636022654,9315769,THE SAUCE,,GUR_Russia
